,Ar,NotflNr,NotFlHeiti,TegundNr,TegundHeiti,EldsnTegNr,EldsnTegHeiti,Notkun,Frumorka
2,1982,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,37616.0,1685196.8
10,1982,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,10993.0,476326.69
11,1982,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,20697.0,896801.01
23,1982,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,26328.0,1179494.4
29,1982,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,7900.0,342307.0
30,1982,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,6632.0,287364.56
38,1982,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,31909.0,1429523.2
46,1982,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,10491.0,454575.03
47,1982,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,3195.0,138439.35
59,1983,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,36206.0,1622028.8
68,1983,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,11236.0,486855.88
69,1983,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,23348.0,1011668.84
81,1983,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,26091.0,1168876.8
87,1983,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,8000.0,346640.0
88,1983,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,7712.0,334160.96
97,1983,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,30716.0,1376076.8
107,1983,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,10544.0,456871.52
108,1983,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,2914.0,126263.62
120,1984,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,36332.0,1627673.6
130,1984,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,11524.0,499334.92
131,1984,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,2655.0,115041.15
132,1984,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,19815.0,858583.95
146,1984,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,27394.0,1227251.2
153,1984,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,8100.0,350973.0
154,1984,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,10162.0,440319.46
163,1984,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,31471.0,1409900.8
172,1984,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,10340.0,448032.2
173,1984,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,4025.0,174403.25
185,1985,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,37955.0,1700384.0
195,1985,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12085.0,523643.05
196,1985,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,2777.0,120327.41
197,1985,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,17917.0,776343.61
211,1985,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,28500.0,1276800.0
218,1985,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,8115.0,351622.95
219,1985,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,9961.0,431610.13
227,1985,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,32284.0,1446323.2
237,1985,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,11364.0,492402.12
238,1985,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,3325.0,144072.25
250,1986,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,16878.0,756134.4
251,1986,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,23805.0,1066464.0
260,1986,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12910.0,559390.3
261,1986,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,2928.0,126870.24
262,1986,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,17049.0,738733.17
276,1986,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,30222.0,1353945.6
284,1986,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,8258.0,357819.14
285,1986,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,9019.0,390793.27
293,1986,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,34077.0,1526649.6
303,1986,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12140.0,526026.2
304,1986,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,3080.0,133456.4
316,1987,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,39574.0,1772915.2
317,1987,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,7859.0,352083.2
327,1987,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13430.0,581921.9
328,1987,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,4159.0,180209.47
329,1987,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,17411.0,754418.63
343,1987,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,31644.0,1417651.2
352,1987,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,8493.0,368001.69
353,1987,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,8866.0,384163.78
364,1987,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,30770.0,1378496.0
365,1987,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,7675.0,343840.0
376,1987,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12444.0,539198.52
377,1987,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,3346.0,144982.18
389,1988,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,27084.0,1213363.2
390,1988,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,24062.0,1077977.6
399,1988,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13653.0,591584.49
400,1988,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,3919.0,169810.27
401,1988,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,16892.0,731930.36
414,1988,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,17442.0,781401.6
415,1988,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,15975.0,715680.0
424,1988,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,9238.0,400282.54
425,1988,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,8909.0,386026.97
436,1988,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,22925.0,1027040.0
437,1988,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,18572.0,832025.6
448,1988,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12650.0,548124.5
449,1988,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,2703.0,117120.99
461,1989,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,22590.0,1012032.0
462,1989,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,28049.0,1256595.2
471,1989,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,14141.0,612729.53
472,1989,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,3611.0,156464.63
473,1989,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,18067.0,782843.11
488,1989,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,15937.0,713977.6
489,1989,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,18816.0,842956.8
498,1989,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,9982.0,432520.06
499,1989,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,9558.0,414148.14
510,1989,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,18846.0,844300.8
511,1989,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,21252.0,952089.6
522,1989,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12562.0,544311.46
523,1989,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,2979.0,129080.07
536,1990,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,26546.0,1189260.8
537,1990,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,24596.0,1101900.8
546,1990,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13539.0,586644.87
547,1990,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,3697.0,160191.01
548,1990,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,18946.0,820930.18
571,1990,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,18515.0,829472.0
572,1990,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,16719.0,749011.2
581,1990,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,10727.0,464800.91
582,1990,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,10130.0,438932.9
596,1990,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,22072.0,988825.6
597,1990,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,19364.0,867507.2
608,1990,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12301.0,533002.33
609,1990,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,5208.0,225662.64
622,1991,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,35225.0,1578080.0
623,1991,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,17569.0,787091.2
632,1991,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13343.0,578152.19
633,1991,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,3662.0,158674.46
634,1991,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,17544.0,760181.52
657,1991,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,23309.0,1044243.2
658,1991,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,12179.0,545619.2
667,1991,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,11471.0,497038.43
668,1991,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,9652.0,418221.16
682,1991,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,30524.0,1367475.2
683,1991,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,13831.0,619628.8
694,1991,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12622.0,546911.26
695,1991,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,5382.0,233202.06
708,1992,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,40474.0,1813235.2
709,1992,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,13315.0,596512.0
718,1992,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13655.0,591671.15
719,1992,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,4255.0,184369.15
720,1992,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,16581.0,718454.73
742,1992,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,28076.0,1257804.8
743,1992,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,9578.0,429094.4
752,1992,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12488.0,541105.04
753,1992,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,8255.0,357689.15
769,1992,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,34425.0,1542240.0
770,1992,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,10114.0,453107.2
781,1992,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12341.0,534735.53
782,1992,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,4683.0,202914.39
796,1993,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,43410.0,1944768.0
797,1993,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,10119.0,453331.2
806,1993,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13444.0,582528.52
807,1993,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,5098.0,220896.34
808,1993,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,17217.0,746012.61
832,1993,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,30080.0,1347584.0
833,1993,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,7460.0,334208.0
842,1993,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13382.0,579842.06
843,1993,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,8768.0,379917.44
859,1993,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,35764.0,1602227.2
860,1993,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,7719.0,345811.2
871,1993,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12049.0,522083.17
872,1993,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,5381.0,233158.73
885,1994,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,46057.0,2063353.6
886,1994,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,8485.0,380128.0
895,1994,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13688.0,593101.04
896,1994,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,4980.0,215783.4
897,1994,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,18959.0,821493.47
921,1994,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,31522.0,1412185.6
922,1994,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,6287.0,281657.6
931,1994,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13678.0,592667.74
932,1994,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,8390.0,363538.7
948,1994,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,36959.0,1655763.2
949,1994,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,6766.0,303116.8
959,1994,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12345.0,534908.85
960,1994,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,4833.0,209413.89
972,1995,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,48047.0,2152505.6
973,1995,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,7210.0,323008.0
980,1995,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,14846.0,643277.18
981,1995,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,5380.0,233115.4
982,1995,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,18359.0,795495.47
1009,1995,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,31966.0,1432076.8
1010,1995,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,5159.0,231123.2
1018,1995,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,8581.0,371814.73
1019,1995,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,15647.0,677984.51
1034,1995,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,37590.0,1684032.0
1035,1995,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,5629.0,252179.2
1045,1995,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,13435.0,582138.55
1046,1995,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,7350.0,318475.5
1057,1996,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,53747.0,2407865.6
1058,1996,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,1242.0,55641.6
1066,1996,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,15786.0,684007.38
1067,1996,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,5455.0,236365.15
1068,1996,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,19168.0,830549.44
1097,1996,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,35566.0,1593356.8
1098,1996,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,1272.0,56985.6
1110,1996,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,8104.0,351146.32
1111,1996,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,576.0,24958.08
1112,1996,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,9281.0,402145.73
1132,1996,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,44072.0,1974425.6
1133,1996,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,1928.0,86374.4
1143,1996,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,4520.0,195851.6
1144,1996,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,10844.0,469870.52
1155,1997,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,53689.0,2405267.2
1163,1997,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,16084.0,696919.72
1164,1997,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,6191.0,268256.03
1165,1997,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,23967.0,1038490.11
1191,1997,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,37660.0,1687168.0
1203,1997,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,6558.0,284158.14
1204,1997,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,15676.0,679241.08
1222,1997,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,46706.0,2092428.8
1223,1997,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,0.0,0.0
1230,1997,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,15207.0,658919.31
1231,1997,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,8778.0,380350.74
1242,1998,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,55009.0,2464403.2
1250,1998,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,17888.0,775087.04
1251,1998,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,7983.0,345903.39
1252,1998,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,23435.0,1015438.55
1278,1998,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,39204.0,1756339.2
1290,1998,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,6438.0,278958.54
1291,1998,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,656.0,28424.48
1292,1998,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,8751.0,379180.83
1311,1998,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,47799.0,2141395.2
1312,1998,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,0.0,0.0
1319,1998,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,12042.0,521779.86
1320,1998,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,14404.0,624125.32
1331,1999,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,55899.0,2504275.2
1338,1999,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,22841.0,989700.53
1339,1999,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,8921.0,386546.93
1340,1999,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,23753.0,1029217.49
1365,1999,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,40107.0,1796793.6
1378,1999,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,3936.0,170546.88
1379,1999,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,376.0,16292.08
1380,1999,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,13147.0,569659.51
1399,1999,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,48703.0,2181894.4
1400,1999,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,0.0,0.0
1407,1999,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,14887.0,645053.71
1408,1999,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,14339.0,621308.87
1420,2000,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,53862.0,2413017.6
1428,2000,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,27072.0,1173029.76
1429,2000,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,8650.0,374804.5
1430,2000,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,25330.0,1097548.9
1456,2000,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,6.0,216.3
1460,2000,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,40623.0,1819910.4
1461,2000,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,0.0,0.0
1474,2000,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,3320.0,143855.6
1475,2000,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,11.0,476.63
1476,2000,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,14378.0,622998.74
1497,2000,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,48114.0,2155507.2
1498,2000,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,0.0,0.0
1506,2000,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,17071.0,739686.43
1507,2000,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,13516.0,585648.28
1520,2001,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,54325.0,2433760.0
1529,2001,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,28420.0,1231438.6
1530,2001,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,8530.0,369604.9
1531,2001,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,23788.0,1030734.04
1557,2001,21110,Metan á bifreiðar,1,Bifreiðar og tæki,11,Metan,12.0,432.6
1561,2001,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,40448.0,1812070.4
1562,2001,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,0.0,0.0
1575,2001,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,1792.0,77647.36
1576,2001,532,"Gasolía, bifreiðar og tæki, frá einkadælu",1,Bifreiðar og tæki,5,Dísilolía,2.0,86.66
1577,2001,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,13316.0,576982.28
1599,2001,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,48832.0,2187673.6
1600,2001,120,"Bensín, blý",1,Bifreiðar og tæki,2,Bensín,0.0,0.0
1608,2001,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,18225.0,789689.25
1609,2001,533,"Gasolía, tæki (frá bíl)",1,Bifreiðar og tæki,5,Dísilolía,14902.0,645703.66
1622,2002,110,"Bensín, blýlaust",1,Bifreiðar og tæki,2,Bensín,54498.0,2441510.4
1631,2002,531,"Gasolía, bifreiðar og tæki, frá söludælu",1,Bifreiðar og tæki,5,Dísilolía,29738.0,1288547.54
